# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 8, targetName: Neptune, Diameter: 49244.00 km, Orbital period: 6.01823000E+04 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 3650
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Neptune,   2017-07-02T00:00:00.00, 342 12 36.2391, -00 53 48.4053,   29.948100209,  -6.87
Neptune,   2017-07-03T00:00:00.00, 342 12 57.9105, -00 53 48.9835,   29.948081394,  -6.87
Neptune,   2017-07-04T00:00:00.00, 342 13 19.5821, -00 53 49.5616,   29.948062585,  -6.87
Neptune,   2017-07-05T00:00:00.00, 342 13 41.2537, -00 53 50.1398,   29.948043781,  -6.87
Neptune,   2017-07-06T00:00:00.00, 342 14  2.9254, -00 53 50.7179,   29.948024984,  -6.87
Neptune,   2017-07-07T00:00:00.00, 342 14 24.5972, -00 53 51.2959,   29.948006192,  -6.87
Neptune,   2017-07-08T00:00:00.00, 342 14 46.2690, -00 53 51.8740,   29.947987407,  -6.87
Neptune,   2017-07-09T00:00:00.00, 342 15  7.9410, -00 53 52.4520,   29.947968627,  -6.87
Neptune,   2017-07-10T00:00:00.00, 342 15 29.6130, -00 53 53.0299,   29.947949852,  -6.87
Neptune,   2017-07-11T00:00:00.00, 342 15 51.2851, -00 53 53.6079,   29.947931084,  -6.87
Neptune,   2017-07-12T00:00:00.00, 342 16 12.9573, -00 53 54.1858,   29.947912321,  -6.87
Neptune,   2017-07-13T00:00:00.00, 342 16 34.6296, -00 53 54.7636,   29.947893563,  -6.87
Neptune,   2017-07-14T00:00:00.00, 342 16 56.3019, -00 53 55.3415,   29.947874812,  -6.87
Neptune,   2017-07-15T00:00:00.00, 342 17 17.9744, -00 53 55.9193,   29.947856066,  -6.87
Neptune,   2017-07-16T00:00:00.00, 342 17 39.6469, -00 53 56.4970,   29.947837325,  -6.87
Neptune,   2017-07-17T00:00:00.00, 342 18  1.3195, -00 53 57.0747,   29.947818590,  -6.87
Neptune,   2017-07-18T00:00:00.00, 342 18 22.9922, -00 53 57.6524,   29.947799861,  -6.87
Neptune,   2017-07-19T00:00:00.00, 342 18 44.6649, -00 53 58.2301,   29.947781137,  -6.87
Neptune,   2017-07-20T00:00:00.00, 342 19  6.3378, -00 53 58.8077,   29.947762418,  -6.87
Neptune,   2017-07-21T00:00:00.00, 342 19 28.0107, -00 53 59.3853,   29.947743705,  -6.87
Neptune,   2017-07-22T00:00:00.00, 342 19 49.6837, -00 53 59.9629,   29.947724998,  -6.87
Neptune,   2017-07-23T00:00:00.00, 342 20 11.3568, -00 54  0.5404,   29.947706296,  -6.87
Neptune,   2017-07-24T00:00:00.00, 342 20 33.0300, -00 54  1.1179,   29.947687600,  -6.87
Neptune,   2017-07-25T00:00:00.00, 342 20 54.7032, -00 54  1.6953,   29.947668909,  -6.87
Neptune,   2017-07-26T00:00:00.00, 342 21 16.3765, -00 54  2.2727,   29.947650223,  -6.87
Neptune,   2017-07-27T00:00:00.00, 342 21 38.0499, -00 54  2.8501,   29.947631543,  -6.87
Neptune,   2017-07-28T00:00:00.00, 342 21 59.7234, -00 54  3.4274,   29.947612868,  -6.87
Neptune,   2017-07-29T00:00:00.00, 342 22 21.3970, -00 54  4.0048,   29.947594199,  -6.87
Neptune,   2017-07-30T00:00:00.00, 342 22 43.0706, -00 54  4.5820,   29.947575535,  -6.87
Neptune,   2017-07-31T00:00:00.00, 342 23  4.7443, -00 54  5.1593,   29.947556877,  -6.87
Neptune,   2017-08-01T00:00:00.00, 342 23 26.4181, -00 54  5.7365,   29.947538224,  -6.87
Neptune,   2017-08-02T00:00:00.00, 342 23 48.0920, -00 54  6.3137,   29.947519577,  -6.87
Neptune,   2017-08-03T00:00:00.00, 342 24  9.7659, -00 54  6.8908,   29.947500935,  -6.87
Neptune,   2017-08-04T00:00:00.00, 342 24 31.4400, -00 54  7.4679,   29.947482298,  -6.87
Neptune,   2017-08-05T00:00:00.00, 342 24 53.1141, -00 54  8.0450,   29.947463667,  -6.87
Neptune,   2017-08-06T00:00:00.00, 342 25 14.7882, -00 54  8.6220,   29.947445041,  -6.87
Neptune,   2017-08-07T00:00:00.00, 342 25 36.4625, -00 54  9.1990,   29.947426421,  -6.87
Neptune,   2017-08-08T00:00:00.00, 342 25 58.1368, -00 54  9.7760,   29.947407806,  -6.87
Neptune,   2017-08-09T00:00:00.00, 342 26 19.8112, -00 54 10.3529,   29.947389197,  -6.87
Neptune,   2017-08-10T00:00:00.00, 342 26 41.4857, -00 54 10.9298,   29.947370593,  -6.87
Neptune,   2017-08-11T00:00:00.00, 342 27  3.1603, -00 54 11.5067,   29.947351995,  -6.87
Neptune,   2017-08-12T00:00:00.00, 342 27 24.8349, -00 54 12.0835,   29.947333402,  -6.87
Neptune,   2017-08-13T00:00:00.00, 342 27 46.5096, -00 54 12.6603,   29.947314815,  -6.87
Neptune,   2017-08-14T00:00:00.00, 342 28  8.1844, -00 54 13.2370,   29.947296233,  -6.87
Neptune,   2017-08-15T00:00:00.00, 342 28 29.8593, -00 54 13.8137,   29.947277657,  -6.87
Neptune,   2017-08-16T00:00:00.00, 342 28 51.5342, -00 54 14.3904,   29.947259086,  -6.87
Neptune,   2017-08-17T00:00:00.00, 342 29 13.2092, -00 54 14.9671,   29.947240521,  -6.87
Neptune,   2017-08-18T00:00:00.00, 342 29 34.8843, -00 54 15.5437,   29.947221962,  -6.87
Neptune,   2017-08-19T00:00:00.00, 342 29 56.5595, -00 54 16.1203,   29.947203408,  -6.87
Neptune,   2017-08-20T00:00:00.00, 342 30 18.2347, -00 54 16.6968,   29.947184860,  -6.87
Neptune,   2017-08-21T00:00:00.00, 342 30 39.9100, -00 54 17.2734,   29.947166317,  -6.87
Neptune,   2017-08-22T00:00:00.00, 342 31  1.5854, -00 54 17.8498,   29.947147780,  -6.87
Neptune,   2017-08-23T00:00:00.00, 342 31 23.2608, -00 54 18.4263,   29.947129248,  -6.87
Neptune,   2017-08-24T00:00:00.00, 342 31 44.9364, -00 54 19.0027,   29.947110722,  -6.87
Neptune,   2017-08-25T00:00:00.00, 342 32  6.6120, -00 54 19.5791,   29.947092202,  -6.87
Neptune,   2017-08-26T00:00:00.00, 342 32 28.2876, -00 54 20.1554,   29.947073688,  -6.87
Neptune,   2017-08-27T00:00:00.00, 342 32 49.9634, -00 54 20.7317,   29.947055179,  -6.87
Neptune,   2017-08-28T00:00:00.00, 342 33 11.6392, -00 54 21.3080,   29.947036676,  -6.87
Neptune,   2017-08-29T00:00:00.00, 342 33 33.3151, -00 54 21.8842,   29.947018178,  -6.87
Neptune,   2017-08-30T00:00:00.00, 342 33 54.9911, -00 54 22.4604,   29.946999687,  -6.87
Neptune,   2017-08-31T00:00:00.00, 342 34 16.6671, -00 54 23.0366,   29.946981201,  -6.87
Neptune,   2017-09-01T00:00:00.00, 342 34 38.3432, -00 54 23.6127,   29.946962721,  -6.87
Neptune,   2017-09-02T00:00:00.00, 342 35  0.0194, -00 54 24.1888,   29.946944247,  -6.87
Neptune,   2017-09-03T00:00:00.00, 342 35 21.6956, -00 54 24.7649,   29.946925778,  -6.87
Neptune,   2017-09-04T00:00:00.00, 342 35 43.3720, -00 54 25.3409,   29.946907316,  -6.87
Neptune,   2017-09-05T00:00:00.00, 342 36  5.0484, -00 54 25.9169,   29.946888859,  -6.87
Neptune,   2017-09-06T00:00:00.00, 342 36 26.7248, -00 54 26.4929,   29.946870409,  -6.87
Neptune,   2017-09-07T00:00:00.00, 342 36 48.4014, -00 54 27.0688,   29.946851964,  -6.87
Neptune,   2017-09-08T00:00:00.00, 342 37 10.0780, -00 54 27.6447,   29.946833525,  -6.87
Neptune,   2017-09-09T00:00:00.00, 342 37 31.7546, -00 54 28.2206,   29.946815093,  -6.87
Neptune,   2017-09-10T00:00:00.00, 342 37 53.4314, -00 54 28.7964,   29.946796666,  -6.87
Neptune,   2017-09-11T00:00:00.00, 342 38 15.1082, -00 54 29.3722,   29.946778246,  -6.87
Neptune,   2017-09-12T00:00:00.00, 342 38 36.7851, -00 54 29.9479,   29.946759832,  -6.87
Neptune,   2017-09-13T00:00:00.00, 342 38 58.4620, -00 54 30.5236,   29.946741425,  -6.87
Neptune,   2017-09-14T00:00:00.00, 342 39 20.1390, -00 54 31.0993,   29.946723024,  -6.87
Neptune,   2017-09-15T00:00:00.00, 342 39 41.8161, -00 54 31.6750,   29.946704629,  -6.87
Neptune,   2017-09-16T00:00:00.00, 342 40  3.4933, -00 54 32.2506,   29.946686241,  -6.87
Neptune,   2017-09-17T00:00:00.00, 342 40 25.1705, -00 54 32.8262,   29.946667860,  -6.87
Neptune,   2017-09-18T00:00:00.00, 342 40 46.8478, -00 54 33.4017,   29.946649486,  -6.87
Neptune,   2017-09-19T00:00:00.00, 342 41  8.5252, -00 54 33.9772,   29.946631118,  -6.87
Neptune,   2017-09-20T00:00:00.00, 342 41 30.2026, -00 54 34.5527,   29.946612758,  -6.87
Neptune,   2017-09-21T00:00:00.00, 342 41 51.8801, -00 54 35.1282,   29.946594404,  -6.87
Neptune,   2017-09-22T00:00:00.00, 342 42 13.5577, -00 54 35.7036,   29.946576057,  -6.87
Neptune,   2017-09-23T00:00:00.00, 342 42 35.2353, -00 54 36.2790,   29.946557718,  -6.87
Neptune,   2017-09-24T00:00:00.00, 342 42 56.9131, -00 54 36.8543,   29.946539386,  -6.87
Neptune,   2017-09-25T00:00:00.00, 342 43 18.5908, -00 54 37.4296,   29.946521061,  -6.87
Neptune,   2017-09-26T00:00:00.00, 342 43 40.2687, -00 54 38.0049,   29.946502743,  -6.87
Neptune,   2017-09-27T00:00:00.00, 342 44  1.9466, -00 54 38.5801,   29.946484433,  -6.87
Neptune,   2017-09-28T00:00:00.00, 342 44 23.6246, -00 54 39.1554,   29.946466130,  -6.87
Neptune,   2017-09-29T00:00:00.00, 342 44 45.3027, -00 54 39.7305,   29.946447834,  -6.87
Neptune,   2017-09-30T00:00:00.00, 342 45  6.9809, -00 54 40.3057,   29.946429546,  -6.87
Neptune,   2017-10-01T00:00:00.00, 342 45 28.6591, -00 54 40.8808,   29.946411265,  -6.87
Neptune,   2017-10-02T00:00:00.00, 342 45 50.3374, -00 54 41.4558,   29.946392991,  -6.87
Neptune,   2017-10-03T00:00:00.00, 342 46 12.0158, -00 54 42.0309,   29.946374725,  -6.87
Neptune,   2017-10-04T00:00:00.00, 342 46 33.6942, -00 54 42.6059,   29.946356466,  -6.87
Neptune,   2017-10-05T00:00:00.00, 342 46 55.3728, -00 54 43.1809,   29.946338215,  -6.87
Neptune,   2017-10-06T00:00:00.00, 342 47 17.0514, -00 54 43.7558,   29.946319971,  -6.87
Neptune,   2017-10-07T00:00:00.00, 342 47 38.7301, -00 54 44.3307,   29.946301735,  -6.87
Neptune,   2017-10-08T00:00:00.00, 342 48  0.4088, -00 54 44.9056,   29.946283506,  -6.87
Neptune,   2017-10-09T00:00:00.00, 342 48 22.0877, -00 54 45.4804,   29.946265284,  -6.87
Neptune,   2017-10-10T00:00:00.00, 342 48 43.7666, -00 54 46.0552,   29.946247070,  -6.87
Neptune,   2017-10-11T00:00:00.00, 342 49  5.4456, -00 54 46.6300,   29.946228863,  -6.87
Neptune,   2017-10-12T00:00:00.00, 342 49 27.1246, -00 54 47.2047,   29.946210663,  -6.87
Neptune,   2017-10-13T00:00:00.00, 342 49 48.8038, -00 54 47.7794,   29.946192471,  -6.87
Neptune,   2017-10-14T00:00:00.00, 342 50 10.4830, -00 54 48.3541,   29.946174287,  -6.87
Neptune,   2017-10-15T00:00:00.00, 342 50 32.1623, -00 54 48.9287,   29.946156109,  -6.87
Neptune,   2017-10-16T00:00:00.00, 342 50 53.8417, -00 54 49.5033,   29.946137939,  -6.87
Neptune,   2017-10-17T00:00:00.00, 342 51 15.5211, -00 54 50.0779,   29.946119777,  -6.87
Neptune,   2017-10-18T00:00:00.00, 342 51 37.2007, -00 54 50.6524,   29.946101622,  -6.87
Neptune,   2017-10-19T00:00:00.00, 342 51 58.8803, -00 54 51.2269,   29.946083474,  -6.87
Neptune,   2017-10-20T00:00:00.00, 342 52 20.5600, -00 54 51.8013,   29.946065334,  -6.87
Neptune,   2017-10-21T00:00:00.00, 342 52 42.2398, -00 54 52.3758,   29.946047201,  -6.87
Neptune,   2017-10-22T00:00:00.00, 342 53  3.9196, -00 54 52.9501,   29.946029076,  -6.87
Neptune,   2017-10-23T00:00:00.00, 342 53 25.5996, -00 54 53.5245,   29.946010958,  -6.87
Neptune,   2017-10-24T00:00:00.00, 342 53 47.2796, -00 54 54.0988,   29.945992847,  -6.87
Neptune,   2017-10-25T00:00:00.00, 342 54  8.9597, -00 54 54.6731,   29.945974743,  -6.87
Neptune,   2017-10-26T00:00:00.00, 342 54 30.6399, -00 54 55.2474,   29.945956647,  -6.87
Neptune,   2017-10-27T00:00:00.00, 342 54 52.3201, -00 54 55.8216,   29.945938559,  -6.87
Neptune,   2017-10-28T00:00:00.00, 342 55 14.0005, -00 54 56.3957,   29.945920477,  -6.87
Neptune,   2017-10-29T00:00:00.00, 342 55 35.6809, -00 54 56.9699,   29.945902403,  -6.87
Neptune,   2017-10-30T00:00:00.00, 342 55 57.3614, -00 54 57.5440,   29.945884336,  -6.87
Neptune,   2017-10-31T00:00:00.00, 342 56 19.0420, -00 54 58.1181,   29.945866277,  -6.87
Neptune,   2017-11-01T00:00:00.00, 342 56 40.7227, -00 54 58.6921,   29.945848224,  -6.87
Neptune,   2017-11-02T00:00:00.00, 342 57  2.4034, -00 54 59.2661,   29.945830179,  -6.87
Neptune,   2017-11-03T00:00:00.00, 342 57 24.0843, -00 54 59.8401,   29.945812142,  -6.87
Neptune,   2017-11-04T00:00:00.00, 342 57 45.7652, -00 55  0.4141,   29.945794111,  -6.87
Neptune,   2017-11-05T00:00:00.00, 342 58  7.4462, -00 55  0.9880,   29.945776088,  -6.87
Neptune,   2017-11-06T00:00:00.00, 342 58 29.1273, -00 55  1.5618,   29.945758072,  -6.87
Neptune,   2017-11-07T00:00:00.00, 342 58 50.8085, -00 55  2.1357,   29.945740062,  -6.87
Neptune,   2017-11-08T00:00:00.00, 342 59 12.4897, -00 55  2.7095,   29.945722061,  -6.87
Neptune,   2017-11-09T00:00:00.00, 342 59 34.1711, -00 55  3.2832,   29.945704066,  -6.87
Neptune,   2017-11-10T00:00:00.00, 342 59 55.8525, -00 55  3.8570,   29.945686078,  -6.87
Neptune,   2017-11-11T00:00:00.00, 343  0 17.5340, -00 55  4.4307,   29.945668097,  -6.87
Neptune,   2017-11-12T00:00:00.00, 343  0 39.2156, -00 55  5.0043,   29.945650124,  -6.87
Neptune,   2017-11-13T00:00:00.00, 343  1  0.8973, -00 55  5.5780,   29.945632157,  -6.87
Neptune,   2017-11-14T00:00:00.00, 343  1 22.5791, -00 55  6.1516,   29.945614198,  -6.87
Neptune,   2017-11-15T00:00:00.00, 343  1 44.2609, -00 55  6.7251,   29.945596245,  -6.87
Neptune,   2017-11-16T00:00:00.00, 343  2  5.9429, -00 55  7.2986,   29.945578300,  -6.87
Neptune,   2017-11-17T00:00:00.00, 343  2 27.6249, -00 55  7.8721,   29.945560361,  -6.87
Neptune,   2017-11-18T00:00:00.00, 343  2 49.3070, -00 55  8.4456,   29.945542429,  -6.87
Neptune,   2017-11-19T00:00:00.00, 343  3 10.9892, -00 55  9.0190,   29.945524504,  -6.87
Neptune,   2017-11-20T00:00:00.00, 343  3 32.6715, -00 55  9.5924,   29.945506586,  -6.87
Neptune,   2017-11-21T00:00:00.00, 343  3 54.3538, -00 55 10.1657,   29.945488674,  -6.87
Neptune,   2017-11-22T00:00:00.00, 343  4 16.0363, -00 55 10.7390,   29.945470769,  -6.87
Neptune,   2017-11-23T00:00:00.00, 343  4 37.7188, -00 55 11.3123,   29.945452871,  -6.87
Neptune,   2017-11-24T00:00:00.00, 343  4 59.4015, -00 55 11.8856,   29.945434980,  -6.87
Neptune,   2017-11-25T00:00:00.00, 343  5 21.0842, -00 55 12.4588,   29.945417095,  -6.87
Neptune,   2017-11-26T00:00:00.00, 343  5 42.7670, -00 55 13.0320,   29.945399217,  -6.87
Neptune,   2017-11-27T00:00:00.00, 343  6  4.4499, -00 55 13.6051,   29.945381345,  -6.87
Neptune,   2017-11-28T00:00:00.00, 343  6 26.1329, -00 55 14.1782,   29.945363480,  -6.87
Neptune,   2017-11-29T00:00:00.00, 343  6 47.8159, -00 55 14.7513,   29.945345622,  -6.87
Neptune,   2017-11-30T00:00:00.00, 343  7  9.4991, -00 55 15.3243,   29.945327770,  -6.87
Neptune,   2017-12-01T00:00:00.00, 343  7 31.1823, -00 55 15.8973,   29.945309924,  -6.87
Neptune,   2017-12-02T00:00:00.00, 343  7 52.8656, -00 55 16.4703,   29.945292085,  -6.87
Neptune,   2017-12-03T00:00:00.00, 343  8 14.5490, -00 55 17.0432,   29.945274252,  -6.87
Neptune,   2017-12-04T00:00:00.00, 343  8 36.2325, -00 55 17.6161,   29.945256426,  -6.87
Neptune,   2017-12-05T00:00:00.00, 343  8 57.9161, -00 55 18.1890,   29.945238606,  -6.87
Neptune,   2017-12-06T00:00:00.00, 343  9 19.5998, -00 55 18.7618,   29.945220792,  -6.87
Neptune,   2017-12-07T00:00:00.00, 343  9 41.2835, -00 55 19.3346,   29.945202985,  -6.87
Neptune,   2017-12-08T00:00:00.00, 343 10  2.9674, -00 55 19.9073,   29.945185184,  -6.87
Neptune,   2017-12-09T00:00:00.00, 343 10 24.6513, -00 55 20.4800,   29.945167389,  -6.87
Neptune,   2017-12-10T00:00:00.00, 343 10 46.3353, -00 55 21.0527,   29.945149601,  -6.87
Neptune,   2017-12-11T00:00:00.00, 343 11  8.0194, -00 55 21.6254,   29.945131820,  -6.87
Neptune,   2017-12-12T00:00:00.00, 343 11 29.7035, -00 55 22.1980,   29.945114045,  -6.87
Neptune,   2017-12-13T00:00:00.00, 343 11 51.3878, -00 55 22.7706,   29.945096276,  -6.87
Neptune,   2017-12-14T00:00:00.00, 343 12 13.0722, -00 55 23.3431,   29.945078514,  -6.87
Neptune,   2017-12-15T00:00:00.00, 343 12 34.7566, -00 55 23.9156,   29.945060758,  -6.87
Neptune,   2017-12-16T00:00:00.00, 343 12 56.4411, -00 55 24.4881,   29.945043009,  -6.87
Neptune,   2017-12-17T00:00:00.00, 343 13 18.1257, -00 55 25.0605,   29.945025267,  -6.87
Neptune,   2017-12-18T00:00:00.00, 343 13 39.8104, -00 55 25.6329,   29.945007531,  -6.87
Neptune,   2017-12-19T00:00:00.00, 343 14  1.4952, -00 55 26.2053,   29.944989802,  -6.87
Neptune,   2017-12-20T00:00:00.00, 343 14 23.1800, -00 55 26.7776,   29.944972080,  -6.87
Neptune,   2017-12-21T00:00:00.00, 343 14 44.8650, -00 55 27.3499,   29.944954364,  -6.87
Neptune,   2017-12-22T00:00:00.00, 343 15  6.5500, -00 55 27.9222,   29.944936655,  -6.87
Neptune,   2017-12-23T00:00:00.00, 343 15 28.2352, -00 55 28.4944,   29.944918952,  -6.87
Neptune,   2017-12-24T00:00:00.00, 343 15 49.9204, -00 55 29.0666,   29.944901256,  -6.87
Neptune,   2017-12-25T00:00:00.00, 343 16 11.6057, -00 55 29.6388,   29.944883566,  -6.87
Neptune,   2017-12-26T00:00:00.00, 343 16 33.2911, -00 55 30.2109,   29.944865883,  -6.87
Neptune,   2017-12-27T00:00:00.00, 343 16 54.9766, -00 55 30.7830,   29.944848206,  -6.87
Neptune,   2017-12-28T00:00:00.00, 343 17 16.6621, -00 55 31.3551,   29.944830536,  -6.87
Neptune,   2017-12-29T00:00:00.00, 343 17 38.3478, -00 55 31.9271,   29.944812872,  -6.87
Neptune,   2017-12-30T00:00:00.00, 343 18  0.0335, -00 55 32.4991,   29.944795214,  -6.87
Neptune,   2017-12-31T00:00:00.00, 343 18 21.7194, -00 55 33.0710,   29.944777563,  -6.87
Neptune,   2018-01-01T00:00:00.00, 343 18 43.4053, -00 55 33.6429,   29.944759918,  -6.87
Neptune,   2018-01-02T00:00:00.00, 343 19  5.0913, -00 55 34.2148,   29.944742279,  -6.87
Neptune,   2018-01-03T00:00:00.00, 343 19 26.7775, -00 55 34.7867,   29.944724647,  -6.87
Neptune,   2018-01-04T00:00:00.00, 343 19 48.4637, -00 55 35.3585,   29.944707020,  -6.87
Neptune,   2018-01-05T00:00:00.00, 343 20 10.1500, -00 55 35.9302,   29.944689400,  -6.87
Neptune,   2018-01-06T00:00:00.00, 343 20 31.8363, -00 55 36.5020,   29.944671786,  -6.87
Neptune,   2018-01-07T00:00:00.00, 343 20 53.5228, -00 55 37.0737,   29.944654177,  -6.87
Neptune,   2018-01-08T00:00:00.00, 343 21 15.2094, -00 55 37.6453,   29.944636575,  -6.87
Neptune,   2018-01-09T00:00:00.00, 343 21 36.8960, -00 55 38.2170,   29.944618979,  -6.87
Neptune,   2018-01-10T00:00:00.00, 343 21 58.5828, -00 55 38.7886,   29.944601388,  -6.87
Neptune,   2018-01-11T00:00:00.00, 343 22 20.2696, -00 55 39.3601,   29.944583803,  -6.87
Neptune,   2018-01-12T00:00:00.00, 343 22 41.9566, -00 55 39.9316,   29.944566224,  -6.87
Neptune,   2018-01-13T00:00:00.00, 343 23  3.6436, -00 55 40.5031,   29.944548651,  -6.87
Neptune,   2018-01-14T00:00:00.00, 343 23 25.3307, -00 55 41.0746,   29.944531084,  -6.87
Neptune,   2018-01-15T00:00:00.00, 343 23 47.0179, -00 55 41.6460,   29.944513522,  -6.87
Neptune,   2018-01-16T00:00:00.00, 343 24  8.7052, -00 55 42.2174,   29.944495966,  -6.87
Neptune,   2018-01-17T00:00:00.00, 343 24 30.3926, -00 55 42.7887,   29.944478415,  -6.87
Neptune,   2018-01-18T00:00:00.00, 343 24 52.0800, -00 55 43.3600,   29.944460871,  -6.87
Neptune,   2018-01-19T00:00:00.00, 343 25 13.7676, -00 55 43.9313,   29.944443331,  -6.87
Neptune,   2018-01-20T00:00:00.00, 343 25 35.4553, -00 55 44.5025,   29.944425797,  -6.87
Neptune,   2018-01-21T00:00:00.00, 343 25 57.1430, -00 55 45.0737,   29.944408269,  -6.87
Neptune,   2018-01-22T00:00:00.00, 343 26 18.8308, -00 55 45.6449,   29.944390746,  -6.87
Neptune,   2018-01-23T00:00:00.00, 343 26 40.5188, -00 55 46.2160,   29.944373229,  -6.87
Neptune,   2018-01-24T00:00:00.00, 343 27  2.2068, -00 55 46.7871,   29.944355717,  -6.87
Neptune,   2018-01-25T00:00:00.00, 343 27 23.8949, -00 55 47.3582,   29.944338210,  -6.87
Neptune,   2018-01-26T00:00:00.00, 343 27 45.5831, -00 55 47.9292,   29.944320709,  -6.87
Neptune,   2018-01-27T00:00:00.00, 343 28  7.2714, -00 55 48.5002,   29.944303213,  -6.87
Neptune,   2018-01-28T00:00:00.00, 343 28 28.9597, -00 55 49.0711,   29.944285722,  -6.87
Neptune,   2018-01-29T00:00:00.00, 343 28 50.6482, -00 55 49.6421,   29.944268237,  -6.87
Neptune,   2018-01-30T00:00:00.00, 343 29 12.3367, -00 55 50.2129,   29.944250757,  -6.87
Neptune,   2018-01-31T00:00:00.00, 343 29 34.0254, -00 55 50.7838,   29.944233282,  -6.87
Neptune,   2018-02-01T00:00:00.00, 343 29 55.7141, -00 55 51.3546,   29.944215812,  -6.87
Neptune,   2018-02-02T00:00:00.00, 343 30 17.4029, -00 55 51.9253,   29.944198347,  -6.87
Neptune,   2018-02-03T00:00:00.00, 343 30 39.0919, -00 55 52.4961,   29.944180888,  -6.87
Neptune,   2018-02-04T00:00:00.00, 343 31  0.7809, -00 55 53.0668,   29.944163434,  -6.87
Neptune,   2018-02-05T00:00:00.00, 343 31 22.4699, -00 55 53.6374,   29.944145984,  -6.87
Neptune,   2018-02-06T00:00:00.00, 343 31 44.1591, -00 55 54.2081,   29.944128540,  -6.87
Neptune,   2018-02-07T00:00:00.00, 343 32  5.8484, -00 55 54.7786,   29.944111101,  -6.87
Neptune,   2018-02-08T00:00:00.00, 343 32 27.5377, -00 55 55.3492,   29.944093667,  -6.87
Neptune,   2018-02-09T00:00:00.00, 343 32 49.2272, -00 55 55.9197,   29.944076238,  -6.87
Neptune,   2018-02-10T00:00:00.00, 343 33 10.9167, -00 55 56.4902,   29.944058814,  -6.87
Neptune,   2018-02-11T00:00:00.00, 343 33 32.6063, -00 55 57.0606,   29.944041395,  -6.87
Neptune,   2018-02-12T00:00:00.00, 343 33 54.2960, -00 55 57.6310,   29.944023981,  -6.87
Neptune,   2018-02-13T00:00:00.00, 343 34 15.9858, -00 55 58.2014,   29.944006572,  -6.87
Neptune,   2018-02-14T00:00:00.00, 343 34 37.6757, -00 55 58.7717,   29.943989168,  -6.87
Neptune,   2018-02-15T00:00:00.00, 343 34 59.3657, -00 55 59.3420,   29.943971769,  -6.87
Neptune,   2018-02-16T00:00:00.00, 343 35 21.0557, -00 55 59.9123,   29.943954374,  -6.87
Neptune,   2018-02-17T00:00:00.00, 343 35 42.7458, -00 56  0.4825,   29.943936985,  -6.87
Neptune,   2018-02-18T00:00:00.00, 343 36  4.4361, -00 56  1.0527,   29.943919600,  -6.87
Neptune,   2018-02-19T00:00:00.00, 343 36 26.1264, -00 56  1.6229,   29.943902220,  -6.87
Neptune,   2018-02-20T00:00:00.00, 343 36 47.8168, -00 56  2.1930,   29.943884845,  -6.87
Neptune,   2018-02-21T00:00:00.00, 343 37  9.5073, -00 56  2.7631,   29.943867475,  -6.87
Neptune,   2018-02-22T00:00:00.00, 343 37 31.1978, -00 56  3.3331,   29.943850110,  -6.87
Neptune,   2018-02-23T00:00:00.00, 343 37 52.8885, -00 56  3.9031,   29.943832750,  -6.87
Neptune,   2018-02-24T00:00:00.00, 343 38 14.5792, -00 56  4.4731,   29.943815394,  -6.87
Neptune,   2018-02-25T00:00:00.00, 343 38 36.2701, -00 56  5.0430,   29.943798043,  -6.87
Neptune,   2018-02-26T00:00:00.00, 343 38 57.9610, -00 56  5.6129,   29.943780697,  -6.87
Neptune,   2018-02-27T00:00:00.00, 343 39 19.6520, -00 56  6.1828,   29.943763356,  -6.87
Neptune,   2018-02-28T00:00:00.00, 343 39 41.3430, -00 56  6.7526,   29.943746019,  -6.87
Neptune,   2018-03-01T00:00:00.00, 343 40  3.0342, -00 56  7.3224,   29.943728688,  -6.87
Neptune,   2018-03-02T00:00:00.00, 343 40 24.7254, -00 56  7.8921,   29.943711361,  -6.87
Neptune,   2018-03-03T00:00:00.00, 343 40 46.4168, -00 56  8.4618,   29.943694039,  -6.87
Neptune,   2018-03-04T00:00:00.00, 343 41  8.1082, -00 56  9.0315,   29.943676722,  -6.87
Neptune,   2018-03-05T00:00:00.00, 343 41 29.7996, -00 56  9.6012,   29.943659410,  -6.87
Neptune,   2018-03-06T00:00:00.00, 343 41 51.4912, -00 56 10.1708,   29.943642103,  -6.87
Neptune,   2018-03-07T00:00:00.00, 343 42 13.1829, -00 56 10.7403,   29.943624801,  -6.87
Neptune,   2018-03-08T00:00:00.00, 343 42 34.8746, -00 56 11.3099,   29.943607504,  -6.87
Neptune,   2018-03-09T00:00:00.00, 343 42 56.5664, -00 56 11.8794,   29.943590212,  -6.87
Neptune,   2018-03-10T00:00:00.00, 343 43 18.2583, -00 56 12.4488,   29.943572926,  -6.87
Neptune,   2018-03-11T00:00:00.00, 343 43 39.9503, -00 56 13.0183,   29.943555645,  -6.87
Neptune,   2018-03-12T00:00:00.00, 343 44  1.6423, -00 56 13.5876,   29.943538369,  -6.87
Neptune,   2018-03-13T00:00:00.00, 343 44 23.3345, -00 56 14.1570,   29.943521099,  -6.87
