# Miriade.ephemcc.results
# Request:
# targetType: Comet, targetName: 1P, targetOtherName: P/Halley, Diameter: 0.00 km, Orbital period: 2.77572892E+04 d, Time of perihelion passage: 2446470.95892940 d, Dynamical class: Short-period>Halley-type, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2190
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
1P,   1990-01-09T00:00:00.00, 147 28 55.9724, -17 44 43.6486,   12.270997684,   5.40
1P,   1990-01-29T00:00:00.00, 147 20 11.1049, -17 44 39.6283,   12.379272597,   5.40
1P,   1990-02-18T00:00:00.00, 147 11 35.3632, -17 44 35.3161,   12.486842107,   5.40
1P,   1990-03-10T00:00:00.00, 147  3  8.4474, -17 44 30.7284,   12.593717634,   5.40
1P,   1990-03-30T00:00:00.00, 146 54 50.0737, -17 44 25.8796,   12.699910420,   5.40
1P,   1990-04-19T00:00:00.00, 146 46 39.9743, -17 44 20.7837,   12.805431338,   5.40
1P,   1990-05-09T00:00:00.00, 146 38 37.8916, -17 44 15.4533,   12.910290993,   5.40
1P,   1990-05-29T00:00:00.00, 146 30 43.5837, -17 44  9.8992,   13.014499831,   5.40
1P,   1990-06-18T00:00:00.00, 146 22 56.8227, -17 44  4.1324,   13.118067857,   5.40
1P,   1990-07-08T00:00:00.00, 146 15 17.3930, -17 43 58.1650,   13.221004554,   5.40
1P,   1990-07-28T00:00:00.00, 146  7 45.0836, -17 43 52.0102,   13.323318829,   5.40
1P,   1990-08-17T00:00:00.00, 146  0 19.6890, -17 43 45.6794,   13.425019479,   5.40
1P,   1990-09-06T00:00:00.00, 145 53  1.0119, -17 43 39.1833,   13.526115060,   5.40
1P,   1990-09-26T00:00:00.00, 145 45 48.8625, -17 43 32.5322,   13.626613918,   5.40
1P,   1990-10-16T00:00:00.00, 145 38 43.0569, -17 43 25.7365,   13.726524091,   5.40
1P,   1990-11-05T00:00:00.00, 145 31 43.4145, -17 43 18.8042,   13.825853648,   5.40
1P,   1990-11-25T00:00:00.00, 145 24 49.7658, -17 43 11.7417,   13.924610662,   5.40
1P,   1990-12-15T00:00:00.00, 145 18  1.9506, -17 43  4.5549,   14.022802990,   5.40
1P,   1991-01-04T00:00:00.00, 145 11 19.8177, -17 42 57.2508,   14.120438161,   5.40
1P,   1991-01-24T00:00:00.00, 145  4 43.2188, -17 42 49.8367,   14.217523177,   5.40
1P,   1991-02-13T00:00:00.00, 144 58 12.0106, -17 42 42.3189,   14.314065150,   5.40
1P,   1991-03-05T00:00:00.00, 144 51 46.0559, -17 42 34.7039,   14.410070863,   5.40
1P,   1991-03-25T00:00:00.00, 144 45 25.2221, -17 42 26.9986,   14.505546832,   5.40
1P,   1991-04-14T00:00:00.00, 144 39  9.3771, -17 42 19.2106,   14.600499256,   5.40
1P,   1991-05-04T00:00:00.00, 144 32 58.3893, -17 42 11.3455,   14.694934501,   5.40
1P,   1991-05-24T00:00:00.00, 144 26 52.1335, -17 42  3.4072,   14.788859017,   5.40
1P,   1991-06-13T00:00:00.00, 144 20 50.4908, -17 41 55.3988,   14.882279241,   5.40
1P,   1991-07-03T00:00:00.00, 144 14 53.3494, -17 41 47.3237,   14.975201409,   5.40
1P,   1991-07-23T00:00:00.00, 144  9  0.5996, -17 41 39.1847,   15.067631677,   5.40
1P,   1991-08-12T00:00:00.00, 144  3 12.1397, -17 41 30.9834,   15.159576190,   5.40
1P,   1991-09-01T00:00:00.00, 143 57 27.8747, -17 41 22.7223,   15.251040797,   5.40
1P,   1991-09-21T00:00:00.00, 143 51 47.7147, -17 41 14.4051,   15.342030949,   5.40
1P,   1991-10-11T00:00:00.00, 143 46 11.5689, -17 41  6.0372,   15.432551653,   5.40
1P,   1991-10-31T00:00:00.00, 143 40 39.3464, -17 40 57.6230,   15.522607913,   5.40
1P,   1991-11-20T00:00:00.00, 143 35 10.9589, -17 40 49.1666,   15.612204590,   5.40
1P,   1991-12-10T00:00:00.00, 143 29 46.3193, -17 40 40.6723,   15.701346448,   5.40
1P,   1991-12-30T00:00:00.00, 143 24 25.3406, -17 40 32.1448,   15.790038087,   5.40
1P,   1992-01-19T00:00:00.00, 143 19  7.9348, -17 40 23.5865,   15.878284320,   5.40
1P,   1992-02-08T00:00:00.00, 143 13 54.0193, -17 40 14.9985,   15.966090149,   5.40
1P,   1992-02-28T00:00:00.00, 143  8 43.5172, -17 40  6.3815,   16.053460550,   5.40
1P,   1992-03-19T00:00:00.00, 143  3 36.3571, -17 39 57.7366,   16.140400281,   5.40
1P,   1992-04-08T00:00:00.00, 142 58 32.4678, -17 39 49.0657,   16.226913893,   5.40
1P,   1992-04-28T00:00:00.00, 142 53 31.7819, -17 39 40.3695,   16.313005968,   5.40
1P,   1992-05-18T00:00:00.00, 142 48 34.2356, -17 39 31.6498,   16.398680861,   5.40
1P,   1992-06-07T00:00:00.00, 142 43 39.7674, -17 39 22.9087,   16.483942676,   5.40
1P,   1992-06-27T00:00:00.00, 142 38 48.3143, -17 39 14.1500,   16.568795202,   5.40
1P,   1992-07-17T00:00:00.00, 142 33 59.8110, -17 39  5.3756,   16.653242447,   5.40
1P,   1992-08-06T00:00:00.00, 142 29 14.1958, -17 38 56.5868,   16.737288355,   5.40
1P,   1992-08-26T00:00:00.00, 142 24 31.4093, -17 38 47.7844,   16.820937036,   5.40
1P,   1992-09-15T00:00:00.00, 142 19 51.3953, -17 38 38.9696,   16.904192411,   5.40
1P,   1992-10-05T00:00:00.00, 142 15 14.0975, -17 38 30.1428,   16.987058408,   5.40
1P,   1992-10-25T00:00:00.00, 142 10 39.4642, -17 38 21.3038,   17.069539029,   5.40
1P,   1992-11-14T00:00:00.00, 142  6  7.4481, -17 38 12.4527,   17.151638061,   5.40
1P,   1992-12-04T00:00:00.00, 142  1 38.0044, -17 38  3.5910,   17.233358973,   5.40
1P,   1992-12-24T00:00:00.00, 141 57 11.0863, -17 37 54.7214,   17.314704884,   5.40
1P,   1993-01-13T00:00:00.00, 141 52 46.6455, -17 37 45.8459,   17.395678988,   5.40
1P,   1993-02-02T00:00:00.00, 141 48 24.6347, -17 37 36.9662,   17.476284408,   5.40
1P,   1993-02-22T00:00:00.00, 141 44  5.0068, -17 37 28.0844,   17.556524229,   5.40
1P,   1993-03-14T00:00:00.00, 141 39 47.7133, -17 37 19.2026,   17.636401444,   5.40
1P,   1993-04-03T00:00:00.00, 141 35 32.7041, -17 37 10.3213,   17.715919334,   5.40
1P,   1993-04-23T00:00:00.00, 141 31 19.9330, -17 37  1.4397,   17.795081431,   5.40
1P,   1993-05-13T00:00:00.00, 141 27  9.3585, -17 36 52.5564,   17.873891291,   5.40
1P,   1993-06-02T00:00:00.00, 141 23  0.9433, -17 36 43.6708,   17.952352292,   5.40
1P,   1993-06-22T00:00:00.00, 141 18 54.6497, -17 36 34.7828,   18.030467637,   5.40
1P,   1993-07-12T00:00:00.00, 141 14 50.4432, -17 36 25.8916,   18.108240610,   5.40
1P,   1993-08-01T00:00:00.00, 141 10 48.2922, -17 36 16.9973,   18.185674123,   5.40
1P,   1993-08-21T00:00:00.00, 141  6 48.1660, -17 36  8.1010,   18.262770944,   5.40
1P,   1993-09-10T00:00:00.00, 141  2 50.0316, -17 35 59.2051,   18.339533465,   5.40
1P,   1993-09-30T00:00:00.00, 140 58 53.8528, -17 35 50.3109,   18.415964227,   5.40
1P,   1993-10-20T00:00:00.00, 140 54 59.5948, -17 35 41.4193,   18.492065842,   5.40
1P,   1993-11-09T00:00:00.00, 140 51  7.2235, -17 35 32.5308,   18.567840964,   5.40
1P,   1993-11-29T00:00:00.00, 140 47 16.7059, -17 35 23.6461,   18.643292164,   5.40
1P,   1993-12-19T00:00:00.00, 140 43 28.0074, -17 35 14.7653,   18.718422125,   5.40
1P,   1994-01-08T00:00:00.00, 140 39 41.0970, -17 35  5.8871,   18.793233709,   5.40
1P,   1994-01-28T00:00:00.00, 140 35 55.9469, -17 34 57.0108,   18.867729669,   5.40
1P,   1994-02-17T00:00:00.00, 140 32 12.5319, -17 34 48.1364,   18.941912537,   5.40
1P,   1994-03-09T00:00:00.00, 140 28 30.8250, -17 34 39.2650,   19.015784574,   5.40
1P,   1994-03-29T00:00:00.00, 140 24 50.7985, -17 34 30.3968,   19.089348156,   5.40
1P,   1994-04-18T00:00:00.00, 140 21 12.4260, -17 34 21.5322,   19.162605577,   5.40
1P,   1994-05-08T00:00:00.00, 140 17 35.6811, -17 34 12.6721,   19.235559064,   5.40
1P,   1994-05-28T00:00:00.00, 140 14  0.5363, -17 34  3.8177,   19.308210706,   5.40
1P,   1994-06-17T00:00:00.00, 140 10 26.9615, -17 33 54.9690,   19.380562855,   5.40
1P,   1994-07-07T00:00:00.00, 140  6 54.9296, -17 33 46.1249,   19.452618134,   5.40
1P,   1994-07-27T00:00:00.00, 140  3 24.4170, -17 33 37.2839,   19.524379067,   5.40
1P,   1994-08-16T00:00:00.00, 139 59 55.4031, -17 33 28.4452,   19.595848143,   5.40
1P,   1994-09-05T00:00:00.00, 139 56 27.8665, -17 33 19.6084,   19.667027665,   5.40
1P,   1994-09-25T00:00:00.00, 139 53  1.7882, -17 33 10.7725,   19.737919983,   5.40
1P,   1994-10-15T00:00:00.00, 139 49 37.1513, -17 33  1.9373,   19.808527216,   5.40
1P,   1994-11-04T00:00:00.00, 139 46 13.9395, -17 32 53.1037,   19.878851207,   5.40
1P,   1994-11-24T00:00:00.00, 139 42 52.1338, -17 32 44.2737,   19.948893469,   5.40
1P,   1994-12-14T00:00:00.00, 139 39 31.7113, -17 32 35.4487,   20.018655677,   5.40
1P,   1995-01-03T00:00:00.00, 139 36 12.6499, -17 32 26.6293,   20.088139597,   5.40
1P,   1995-01-23T00:00:00.00, 139 32 54.9269, -17 32 17.8158,   20.157347083,   5.40
1P,   1995-02-12T00:00:00.00, 139 29 38.5200, -17 32  9.0089,   20.226279980,   5.40
1P,   1995-03-04T00:00:00.00, 139 26 23.4054, -17 32  0.2079,   20.294940350,   5.40
1P,   1995-03-24T00:00:00.00, 139 23  9.5627, -17 31 51.4111,   20.363330512,   5.40
1P,   1995-04-13T00:00:00.00, 139 19 56.9749, -17 31 42.6168,   20.431452733,   5.40
1P,   1995-05-03T00:00:00.00, 139 16 45.6281, -17 31 33.8242,   20.499309082,   5.40
1P,   1995-05-23T00:00:00.00, 139 13 35.5071, -17 31 25.0333,   20.566901355,   5.40
1P,   1995-06-12T00:00:00.00, 139 10 26.5969, -17 31 16.2438,   20.634231427,   5.40
1P,   1995-07-02T00:00:00.00, 139  7 18.8836, -17 31  7.4556,   20.701301028,   5.40
1P,   1995-07-22T00:00:00.00, 139  4 12.3534, -17 30 58.6693,   20.768111748,   5.40
1P,   1995-08-11T00:00:00.00, 139  1  6.9903, -17 30 49.8863,   20.834664978,   5.40
1P,   1995-08-31T00:00:00.00, 138 58  2.7756, -17 30 41.1069,   20.900962337,   5.40
1P,   1995-09-20T00:00:00.00, 138 54 59.6924, -17 30 32.3303,   20.967005655,   5.40
1P,   1995-10-10T00:00:00.00, 138 51 57.7257, -17 30 23.5558,   21.032796803,   5.40
1P,   1995-10-30T00:00:00.00, 138 48 56.8626, -17 30 14.7828,   21.098337534,   5.40
1P,   1995-11-19T00:00:00.00, 138 45 57.0891, -17 30  6.0111,   21.163629516,   5.40
1P,   1995-12-09T00:00:00.00, 138 42 58.3930, -17 29 57.2398,   21.228674525,   5.40
1P,   1995-12-29T00:00:00.00, 138 40  0.7640, -17 29 48.4684,   21.293474156,   5.40
1P,   1996-01-18T00:00:00.00, 138 37  4.1922, -17 29 39.6974,   21.358029818,   5.40
1P,   1996-02-07T00:00:00.00, 138 34  8.6656, -17 29 30.9284,   21.422342519,   5.40
1P,   1996-02-27T00:00:00.00, 138 31 14.1689, -17 29 22.1621,   21.486413575,   5.40
1P,   1996-03-18T00:00:00.00, 138 28 20.6874, -17 29 13.3988,   21.550244349,   5.40
1P,   1996-04-07T00:00:00.00, 138 25 28.2063, -17 29  4.6386,   21.613836292,   5.40
1P,   1996-04-27T00:00:00.00, 138 22 36.7110, -17 28 55.8817,   21.677190837,   5.40
1P,   1996-05-17T00:00:00.00, 138 19 46.1855, -17 28 47.1274,   21.740309643,   5.40
1P,   1996-06-06T00:00:00.00, 138 16 56.6170, -17 28 38.3738,   21.803194617,   5.40
1P,   1996-06-26T00:00:00.00, 138 14  7.9958, -17 28 29.6193,   21.865847616,   5.40
1P,   1996-07-16T00:00:00.00, 138 11 20.3153, -17 28 20.8630,   21.928270283,   5.40
1P,   1996-08-05T00:00:00.00, 138  8 33.5676, -17 28 12.1049,   21.990463974,   5.40
1P,   1996-08-25T00:00:00.00, 138  5 47.7450, -17 28  3.3445,   22.052430095,   5.40
1P,   1996-09-14T00:00:00.00, 138  3  2.8409, -17 27 54.5822,   22.114169861,   5.40
1P,   1996-10-04T00:00:00.00, 138  0 18.8480, -17 27 45.8187,   22.175684307,   5.40
1P,   1996-10-24T00:00:00.00, 137 57 35.7570, -17 27 37.0560,   22.236974222,   5.40
1P,   1996-11-13T00:00:00.00, 137 54 53.5547, -17 27 28.2948,   22.298040617,   5.40
1P,   1996-12-03T00:00:00.00, 137 52 12.2287, -17 27 19.5352,   22.358884717,   5.40
1P,   1996-12-23T00:00:00.00, 137 49 31.7678, -17 27 10.7767,   22.419507846,   5.40
1P,   1997-01-12T00:00:00.00, 137 46 52.1621, -17 27  2.0193,   22.479911290,   5.40
1P,   1997-02-01T00:00:00.00, 137 44 13.4003, -17 26 53.2626,   22.540096358,   5.40
1P,   1997-02-21T00:00:00.00, 137 41 35.4736, -17 26 44.5053,   22.600064553,   5.40
1P,   1997-03-13T00:00:00.00, 137 38 58.3751, -17 26 35.7466,   22.659817258,   5.40
1P,   1997-04-02T00:00:00.00, 137 36 22.0996, -17 26 26.9864,   22.719355658,   5.40
1P,   1997-04-22T00:00:00.00, 137 33 46.6399, -17 26 18.2257,   22.778680643,   5.40
1P,   1997-05-12T00:00:00.00, 137 31 11.9871, -17 26  9.4647,   22.837793250,   5.40
1P,   1997-06-01T00:00:00.00, 137 28 38.1329, -17 26  0.7038,   22.896694528,   5.40
1P,   1997-06-21T00:00:00.00, 137 26  5.0687, -17 25 51.9430,   22.955385535,   5.40
1P,   1997-07-11T00:00:00.00, 137 23 32.7855, -17 25 43.1831,   23.013867285,   5.40
1P,   1997-07-31T00:00:00.00, 137 21  1.2727, -17 25 34.4238,   23.072140898,   5.40
1P,   1997-08-20T00:00:00.00, 137 18 30.5218, -17 25 25.6638,   23.130207838,   5.40
1P,   1997-09-09T00:00:00.00, 137 16  0.5272, -17 25 16.9020,   23.188069494,   5.40
1P,   1997-09-29T00:00:00.00, 137 13 31.2855, -17 25  8.1380,   23.245727056,   5.40
1P,   1997-10-19T00:00:00.00, 137 11  2.7921, -17 24 59.3720,   23.303181450,   5.40
1P,   1997-11-08T00:00:00.00, 137  8 35.0425, -17 24 50.6039,   23.360433661,   5.40
1P,   1997-11-28T00:00:00.00, 137  6  8.0330, -17 24 41.8343,   23.417484488,   5.40
1P,   1997-12-18T00:00:00.00, 137  3 41.7592, -17 24 33.0643,   23.474334548,   5.40
1P,   1998-01-07T00:00:00.00, 137  1 16.2141, -17 24 24.2958,   23.530984229,   5.40
1P,   1998-01-27T00:00:00.00, 136 58 51.3873, -17 24 15.5300,   23.587434161,   5.40
1P,   1998-02-16T00:00:00.00, 136 56 27.2686, -17 24  6.7670,   23.643685222,   5.40
1P,   1998-03-08T00:00:00.00, 136 54  3.8488, -17 23 58.0066,   23.699738437,   5.40
1P,   1998-03-28T00:00:00.00, 136 51 41.1200, -17 23 49.2487,   23.755594843,   5.40
1P,   1998-04-17T00:00:00.00, 136 49 19.0735, -17 23 40.4926,   23.811255555,   5.40
1P,   1998-05-07T00:00:00.00, 136 46 57.7031, -17 23 31.7371,   23.866721896,   5.40
1P,   1998-05-27T00:00:00.00, 136 44 37.0056, -17 23 22.9810,   23.921995062,   5.40
1P,   1998-06-16T00:00:00.00, 136 42 16.9792, -17 23 14.2243,   23.977076014,   5.40
1P,   1998-07-06T00:00:00.00, 136 39 57.6209, -17 23  5.4677,   24.031965371,   5.40
1P,   1998-07-26T00:00:00.00, 136 37 38.9259, -17 22 56.7119,   24.086663837,   5.40
1P,   1998-08-15T00:00:00.00, 136 35 20.8899, -17 22 47.9573,   24.141172052,   5.40
1P,   1998-09-04T00:00:00.00, 136 33  3.5081, -17 22 39.2050,   24.195490599,   5.40
1P,   1998-09-24T00:00:00.00, 136 30 46.7744, -17 22 30.4562,   24.249619944,   5.40
1P,   1998-10-14T00:00:00.00, 136 28 30.6800, -17 22 21.7114,   24.303560755,   5.40
1P,   1998-11-03T00:00:00.00, 136 26 15.2178, -17 22 12.9704,   24.357313962,   5.40
1P,   1998-11-23T00:00:00.00, 136 24  0.3828, -17 22  4.2325,   24.410880508,   5.40
1P,   1998-12-13T00:00:00.00, 136 21 46.1713, -17 21 55.4977,   24.464261203,   5.40
1P,   1999-01-02T00:00:00.00, 136 19 32.5788, -17 21 46.7664,   24.517456707,   5.40
1P,   1999-01-22T00:00:00.00, 136 17 19.6009, -17 21 38.0387,   24.570467715,   5.40
1P,   1999-02-11T00:00:00.00, 136 15  7.2342, -17 21 29.3147,   24.623294880,   5.40
1P,   1999-03-03T00:00:00.00, 136 12 55.4754, -17 21 20.5954,   24.675938672,   5.40
1P,   1999-03-23T00:00:00.00, 136 10 44.3189, -17 21 11.8823,   24.728399337,   5.40
1P,   1999-04-12T00:00:00.00, 136  8 33.7566, -17 21  3.1765,   24.780677344,   5.40
1P,   1999-05-02T00:00:00.00, 136  6 23.7805, -17 20 54.4780,   24.832773368,   5.40
1P,   1999-05-22T00:00:00.00, 136  4 14.3838, -17 20 45.7869,   24.884688194,   5.40
1P,   1999-06-11T00:00:00.00, 136  2  5.5605, -17 20 37.1030,   24.936422602,   5.40
1P,   1999-07-01T00:00:00.00, 135 59 57.3038, -17 20 28.4262,   24.987977446,   5.40
1P,   1999-07-21T00:00:00.00, 135 57 49.6092, -17 20 19.7552,   25.039353787,   5.40
1P,   1999-08-10T00:00:00.00, 135 55 42.4749, -17 20 11.0894,   25.090552553,   5.40
1P,   1999-08-30T00:00:00.00, 135 53 35.9008, -17 20  2.4286,   25.141574426,   5.40
1P,   1999-09-19T00:00:00.00, 135 51 29.8852, -17 19 53.7740,   25.192419730,   5.40
1P,   1999-10-09T00:00:00.00, 135 49 24.4249, -17 19 45.1263,   25.243088850,   5.40
1P,   1999-10-29T00:00:00.00, 135 47 19.5169, -17 19 36.4866,   25.293582072,   5.40
1P,   1999-11-18T00:00:00.00, 135 45 15.1570, -17 19 27.8561,   25.343899601,   5.40
1P,   1999-12-08T00:00:00.00, 135 43 11.3394, -17 19 19.2367,   25.394041519,   5.40
1P,   1999-12-28T00:00:00.00, 135 41  8.0552, -17 19 10.6293,   25.444008147,   5.40
1P,   2000-01-17T00:00:00.00, 135 39  5.2963, -17 19  2.0339,   25.493800136,   5.40
1P,   2000-02-06T00:00:00.00, 135 37  3.0563, -17 18 53.4500,   25.543418236,   5.40
1P,   2000-02-26T00:00:00.00, 135 35  1.3308, -17 18 44.8774,   25.592863160,   5.40
1P,   2000-03-17T00:00:00.00, 135 33  0.1144, -17 18 36.3161,   25.642135519,   5.40
1P,   2000-04-06T00:00:00.00, 135 30 59.4031, -17 18 27.7656,   25.691236094,   5.40
1P,   2000-04-26T00:00:00.00, 135 28 59.1943, -17 18 19.2256,   25.740165528,   5.40
1P,   2000-05-16T00:00:00.00, 135 26 59.4863, -17 18 10.6965,   25.788924275,   5.40
1P,   2000-06-05T00:00:00.00, 135 25  0.2757, -17 18  2.1797,   25.837512500,   5.40
1P,   2000-06-25T00:00:00.00, 135 23  1.5566, -17 17 53.6760,   25.885930521,   5.40
1P,   2000-07-15T00:00:00.00, 135 21  3.3234, -17 17 45.1859,   25.934178780,   5.40
1P,   2000-08-04T00:00:00.00, 135 19  5.5706, -17 17 36.7095,   25.982257777,   5.40
1P,   2000-08-24T00:00:00.00, 135 17  8.2934, -17 17 28.2474,   26.030167984,   5.40
1P,   2000-09-13T00:00:00.00, 135 15 11.4851, -17 17 19.7996,   26.077909966,   5.40
1P,   2000-10-03T00:00:00.00, 135 13 15.1414, -17 17 11.3653,   26.125484519,   5.40
1P,   2000-10-23T00:00:00.00, 135 11 19.2599, -17 17  2.9440,   26.172892345,   5.40
1P,   2000-11-12T00:00:00.00, 135  9 23.8399, -17 16 54.5357,   26.220133929,   5.40
1P,   2000-12-02T00:00:00.00, 135  7 28.8789, -17 16 46.1415,   26.267209441,   5.40
1P,   2000-12-22T00:00:00.00, 135  5 34.3733, -17 16 37.7620,   26.314119144,   5.40
1P,   2001-01-11T00:00:00.00, 135  3 40.3194, -17 16 29.3980,   26.360863229,   5.40
1P,   2001-01-31T00:00:00.00, 135  1 46.7128, -17 16 21.0506,   26.407441827,   5.40
1P,   2001-02-20T00:00:00.00, 134 59 53.5474, -17 16 12.7213,   26.453854967,   5.40
1P,   2001-03-12T00:00:00.00, 134 58  0.8140, -17 16  4.4108,   26.500102950,   5.40
1P,   2001-04-01T00:00:00.00, 134 56  8.5048, -17 15 56.1187,   26.546186424,   5.40
1P,   2001-04-21T00:00:00.00, 134 54 16.6135, -17 15 47.8442,   26.592106170,   5.40
1P,   2001-05-11T00:00:00.00, 134 52 25.1361, -17 15 39.5868,   26.637862942,   5.40
1P,   2001-05-31T00:00:00.00, 134 50 34.0679, -17 15 31.3459,   26.683457406,   5.40
1P,   2001-06-20T00:00:00.00, 134 48 43.4061, -17 15 23.1208,   26.728890381,   5.40
1P,   2001-07-10T00:00:00.00, 134 46 53.1495, -17 15 14.9107,   26.774162514,   5.40
1P,   2001-07-30T00:00:00.00, 134 45  3.2981, -17 15  6.7159,   26.819274218,   5.40
1P,   2001-08-19T00:00:00.00, 134 43 13.8502, -17 14 58.5376,   26.864225563,   5.40
1P,   2001-09-08T00:00:00.00, 134 41 24.8015, -17 14 50.3766,   26.909016714,   5.40
1P,   2001-09-28T00:00:00.00, 134 39 36.1478, -17 14 42.2335,   26.953647907,   5.40
1P,   2001-10-18T00:00:00.00, 134 37 47.8843, -17 14 34.1089,   26.998119399,   5.40
1P,   2001-11-07T00:00:00.00, 134 36  0.0060, -17 14 26.0035,   27.042431417,   5.40
1P,   2001-11-27T00:00:00.00, 134 34 12.5060, -17 14 17.9177,   27.086584330,   5.40
1P,   2001-12-17T00:00:00.00, 134 32 25.3786, -17 14  9.8508,   27.130578807,   5.40
1P,   2002-01-06T00:00:00.00, 134 30 38.6201, -17 14  1.8020,   27.174415505,   5.40
1P,   2002-01-26T00:00:00.00, 134 28 52.2286, -17 13 53.7710,   27.218094951,   5.40
1P,   2002-02-15T00:00:00.00, 134 27  6.2009, -17 13 45.7584,   27.261617430,   5.40
1P,   2002-03-07T00:00:00.00, 134 25 20.5333, -17 13 37.7640,   27.304983368,   5.40
1P,   2002-03-27T00:00:00.00, 134 23 35.2227, -17 13 29.7879,   27.348193122,   5.40
1P,   2002-04-16T00:00:00.00, 134 21 50.2660, -17 13 21.8307,   27.391246957,   5.40
1P,   2002-05-06T00:00:00.00, 134 20  5.6589, -17 13 13.8932,   27.434144981,   5.40
1P,   2002-05-26T00:00:00.00, 134 18 21.3942, -17 13  5.9761,   27.476887515,   5.40
1P,   2002-06-15T00:00:00.00, 134 16 37.4657, -17 12 58.0786,   27.519475169,   5.40
1P,   2002-07-05T00:00:00.00, 134 14 53.8686, -17 12 50.2002,   27.561908654,   5.40
1P,   2002-07-25T00:00:00.00, 134 13 10.5999, -17 12 42.3402,   27.604188646,   5.40
1P,   2002-08-14T00:00:00.00, 134 11 27.6561, -17 12 34.4982,   27.646315741,   5.40
1P,   2002-09-03T00:00:00.00, 134  9 45.0348, -17 12 26.6732,   27.688290692,   5.40
1P,   2002-09-23T00:00:00.00, 134  8  2.7358, -17 12 18.8646,   27.730114082,   5.40
1P,   2002-10-13T00:00:00.00, 134  6 20.7596, -17 12 11.0723,   27.771786248,   5.40
1P,   2002-11-02T00:00:00.00, 134  4 39.1052, -17 12  3.2977,   27.813307169,   5.40
1P,   2002-11-22T00:00:00.00, 134  2 57.7688, -17 11 55.5415,   27.854676917,   5.40
1P,   2002-12-12T00:00:00.00, 134  1 16.7465, -17 11 47.8043,   27.895895613,   5.40
1P,   2003-01-01T00:00:00.00, 133 59 36.0335, -17 11 40.0868,   27.936963415,   5.40
1P,   2003-01-21T00:00:00.00, 133 57 55.6243, -17 11 32.3896,   27.977880486,   5.40
1P,   2003-02-10T00:00:00.00, 133 56 15.5112, -17 11 24.7128,   28.018647203,   5.40
1P,   2003-03-02T00:00:00.00, 133 54 35.6882, -17 11 17.0555,   28.059264319,   5.40
1P,   2003-03-22T00:00:00.00, 133 52 56.1512, -17 11  9.4164,   28.099732644,   5.40
1P,   2003-04-11T00:00:00.00, 133 51 16.8984, -17 11  1.7946,   28.140052900,   5.40
1P,   2003-05-01T00:00:00.00, 133 49 37.9278, -17 10 54.1900,   28.180225580,   5.40
1P,   2003-05-21T00:00:00.00, 133 47 59.2371, -17 10 46.6018,   28.220251289,   5.40
1P,   2003-06-10T00:00:00.00, 133 46 20.8255, -17 10 39.0296,   28.260130505,   5.40
1P,   2003-06-30T00:00:00.00, 133 44 42.6922, -17 10 31.4736,   28.299863537,   5.40
1P,   2003-07-20T00:00:00.00, 133 43  4.8354, -17 10 23.9348,   28.339450451,   5.40
1P,   2003-08-09T00:00:00.00, 133 41 27.2500, -17 10 16.4136,   28.378891457,   5.40
1P,   2003-08-29T00:00:00.00, 133 39 49.9317, -17 10  8.9098,   28.418186998,   5.40
1P,   2003-09-18T00:00:00.00, 133 38 12.8767, -17 10  1.4231,   28.457337593,   5.40
1P,   2003-10-08T00:00:00.00, 133 36 36.0824, -17  9 53.9530,   28.496343741,   5.40
1P,   2003-10-28T00:00:00.00, 133 34 59.5453, -17  9 46.4994,   28.535205899,   5.40
1P,   2003-11-17T00:00:00.00, 133 33 23.2627, -17  9 39.0614,   28.573924731,   5.40
1P,   2003-12-07T00:00:00.00, 133 31 47.2342, -17  9 31.6382,   28.612500776,   5.40
1P,   2003-12-27T00:00:00.00, 133 30 11.4596, -17  9 24.2299,   28.650934374,   5.40
1P,   2004-01-16T00:00:00.00, 133 28 35.9378, -17  9 16.8372,   28.689225553,   5.40
1P,   2004-02-05T00:00:00.00, 133 27  0.6652, -17  9  9.4605,   28.727374465,   5.40
1P,   2004-02-25T00:00:00.00, 133 25 25.6384, -17  9  2.1001,   28.765381321,   5.40
1P,   2004-03-16T00:00:00.00, 133 23 50.8533, -17  8 54.7562,   28.803246365,   5.40
1P,   2004-04-05T00:00:00.00, 133 22 16.3054, -17  8 47.4293,   28.840969830,   5.40
1P,   2004-04-25T00:00:00.00, 133 20 41.9881, -17  8 40.1193,   28.878552160,   5.40
1P,   2004-05-15T00:00:00.00, 133 19  7.8965, -17  8 32.8249,   28.915994162,   5.40
1P,   2004-06-04T00:00:00.00, 133 17 34.0279, -17  8 25.5448,   28.953296696,   5.40
1P,   2004-06-24T00:00:00.00, 133 16  0.3815, -17  8 18.2780,   28.990460521,   5.40
1P,   2004-07-14T00:00:00.00, 133 14 26.9568, -17  8 11.0239,   29.027486157,   5.40
1P,   2004-08-03T00:00:00.00, 133 12 53.7531, -17  8  3.7818,   29.064374209,   5.40
1P,   2004-08-23T00:00:00.00, 133 11 20.7711, -17  7 56.5512,   29.101125115,   5.40
1P,   2004-09-12T00:00:00.00, 133  9 48.0118, -17  7 49.3325,   29.137739096,   5.40
